['1By1AaGzTMrWRLoNZYFilk', 'https://p.scdn.co/mp3-preview/92e2a1ffdc9aaadc11bb8cbd600c3ab78281627d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Cry Our Little Eyes Out', 'Cut Yourself a Switch', 'Catherine Irwin', 0]
['3j1nqWy7tY16S1aMENewtw', 'https://p.scdn.co/mp3-preview/8b817fd943670f17b67340e0af77ea8b59dc0bd5?cid=802d45d459874f0386ed3e9c79d0c6df', 'V for Varoufakis', 'Neo Magazin Royale: V for Varoufakis', 'Jan Böhmermann', 21]
['3Bn0s0ZVLkV6ECwBAfF1Rc', 'https://p.scdn.co/mp3-preview/1c6ff905d93addebde879ff13801d1f845f6a7a0?cid=802d45d459874f0386ed3e9c79d0c6df', 'Grab US by the Pussy', 'Grab US by the Pussy', 'Jan Böhmermann', 25]
['4JJeir043mUzXy9WSQvb16', 'https://p.scdn.co/mp3-preview/4e94c4708e668191e8c1018cbf36f912a78589cc?cid=802d45d459874f0386ed3e9c79d0c6df', 'Ich hab Polizei - Instrumental', 'Ich hab Polizei', 'POL1Z1STENS0HN a.k.a. Jan Böhmermann', 21]
['5Gkrh5oyBMXAnhRYgNZ1vZ', 'https://p.scdn.co/mp3-preview/55ac80ec906d31731f76d3d67d31f3f611bacc81?cid=802d45d459874f0386ed3e9c79d0c6df', 'Feuer', 'Mercedes Dance', 'Jan Delay', 42]
['4gmKQei9Z9ZWFOxUaqlU14', 'https://p.scdn.co/mp3-preview/3c43c001141047ff5436d49d11a92fea299ea27d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Für immer und dich', 'Mercedes Dance', 'Jan Delay', 42]
['01y4v0GVDAFwj9hjxTMshg', 'https://p.scdn.co/mp3-preview/88d5abf34ff338714ee6cf41421b196b63fbc9a8?cid=802d45d459874f0386ed3e9c79d0c6df', 'Klar', 'Mercedes Dance', 'Jan Delay', 51]
['2e0WOJduEqsABUDLKkz0Dd', 'https://p.scdn.co/mp3-preview/5e51a939d902a6656a98f1f5f43afaf57aa53064?cid=802d45d459874f0386ed3e9c79d0c6df', 'St. Pauli', 'Hammer & Michel', 'Jan Delay', 42]
['5cPFWAi28gqYgf1GV4LgJd', 'https://p.scdn.co/mp3-preview/89c787bfa514c2572575d3405b90f9409dc189ba?cid=802d45d459874f0386ed3e9c79d0c6df', 'Mercedes-Dance Intro', 'Mercedes Dance', 'Jan Delay', 28]
['01y4v0GVDAFwj9hjxTMshg', 'https://p.scdn.co/mp3-preview/88d5abf34ff338714ee6cf41421b196b63fbc9a8?cid=802d45d459874f0386ed3e9c79d0c6df', 'Klar', 'Mercedes Dance', 'Jan Delay', 51]
['6BwuLsV9NArEO8fE41E3Bv', 'https://p.scdn.co/mp3-preview/0e04d0c5a46c511cea8a100c1cc04894bbb6120d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Kartoffeln - Live', 'Mercedes Dance', 'Jan Delay', 13]
['49CVFc1YZrMTalXZLPxCJc', 'https://p.scdn.co/mp3-preview/46d3cfd923dd3d0f2e2c30ba98c8b7c27a96a716?cid=802d45d459874f0386ed3e9c79d0c6df', 'Kirchturmkandidaten', 'Mercedes Dance', 'Jan Delay', 22]
['4gmKQei9Z9ZWFOxUaqlU14', 'https://p.scdn.co/mp3-preview/3c43c001141047ff5436d49d11a92fea299ea27d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Für immer und dich', 'Mercedes Dance', 'Jan Delay', 42]
['5Gkrh5oyBMXAnhRYgNZ1vZ', 'https://p.scdn.co/mp3-preview/55ac80ec906d31731f76d3d67d31f3f611bacc81?cid=802d45d459874f0386ed3e9c79d0c6df', 'Feuer', 'Mercedes Dance', 'Jan Delay', 42]
['5bflNrpPRKrcIwhQ6DBczQ', 'https://p.scdn.co/mp3-preview/e9deccb629b75a75981c3877c07bfc1ec0b29b7a?cid=802d45d459874f0386ed3e9c79d0c6df', 'Gasthaus zum lachenden Stalin', 'Mercedes Dance', 'Jan Delay', 22]
['67sHWBp1gyOgsGvkgEd4cg', 'https://p.scdn.co/mp3-preview/4717942014e25070f087c50f61d965b4f9d39cb5?cid=802d45d459874f0386ed3e9c79d0c6df', 'Plastik - Live', 'Mercedes Dance', 'Jan Delay', 12]
['06RVMT1LTtH7PbFn62qRE3', 'https://p.scdn.co/mp3-preview/dbdf3e55a3dcefcb2e41e9da8dcc2c35c154dc7b?cid=802d45d459874f0386ed3e9c79d0c6df', "Ahn' ich gar nich - Live", 'Mercedes Dance', 'Jan Delay', 11]
['5nSfBLRe3uQrMPCsqb9LEW', 'https://p.scdn.co/mp3-preview/7386b1dd72ac7a4dd4d99cc1e986d20b88462646?cid=802d45d459874f0386ed3e9c79d0c6df', 'Raveheart - Live', 'Mercedes Dance', 'Jan Delay', 13]
['6FcHtmNpVr2pRSTtHkpj1q', 'https://p.scdn.co/mp3-preview/d0dfdd488c67a382cfdfbd06d1b7f9b1230b9222?cid=802d45d459874f0386ed3e9c79d0c6df', 'Total Eclipse Of The Heart (Radio Edit)', 'Back Again!', 'Jan Wayne', 46]
['5Tl0HJvynZtKdSUMKbFVVX', 'https://p.scdn.co/mp3-preview/c0ac3979b8cdf03b07b8f6137a42bdafd4210676?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hard Knock Life (Ghetto Anthem)', 'Vol.2... Hard Knock Life', 'JAY-Z', 68]
['4xwbONPUXCJGehd1KZ3EXM', 'https://p.scdn.co/mp3-preview/394fe81c34c714661e5a171a0fa9047b02ee3db6?cid=802d45d459874f0386ed3e9c79d0c6df', "03' Bonnie & Clyde", 'Blueprint 2.1', 'JAY-Z', 36]
['7m97yKVzPpXV9Z4ezEziOD', 'https://p.scdn.co/mp3-preview/8ebe47ba2f88cc34f70e597ecf0df8db099cdb71?cid=802d45d459874f0386ed3e9c79d0c6df', "Big Pimpin'", 'Vol. 3... Life And Times Of S. Carter', 'JAY-Z', 71]
['2igwFfvr1OAGX9SKDCPBwO', 'https://p.scdn.co/mp3-preview/706ea97eb8a452c1a1045bc5312bac811acedded?cid=802d45d459874f0386ed3e9c79d0c6df', 'Empire State Of Mind', 'The Blueprint 3', 'JAY-Z', 84]
['5Tl0HJvynZtKdSUMKbFVVX', 'https://p.scdn.co/mp3-preview/c0ac3979b8cdf03b07b8f6137a42bdafd4210676?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hard Knock Life (Ghetto Anthem)', 'Vol.2... Hard Knock Life', 'JAY-Z', 68]
['0BaDo31puylWi3mAdRSCJO', 'https://p.scdn.co/mp3-preview/a8f820423ac83039264e363d8f4c77254ee873e0?cid=802d45d459874f0386ed3e9c79d0c6df', 'Public Service Announcement (Interlude)', 'The Black Album', 'JAY-Z', 46]
['7LR85XLWw2yXqKBSI5brbG', 'https://p.scdn.co/mp3-preview/890261b459a0e6fad5b631250a69be50d7ccca4e?cid=802d45d459874f0386ed3e9c79d0c6df', 'Run This Town', 'The Blueprint 3', 'JAY-Z', 78]
['1PNGJBI1Lx0h8QCpkHKZLU', 'https://p.scdn.co/mp3-preview/2b31c8fcad48bcb65a79ee731c4c31bed0fd3625?cid=802d45d459874f0386ed3e9c79d0c6df', 'Tom Ford', 'Magna Carta... Holy Grail', 'JAY-Z', 52]
['6LipWfOibVFVKckvClndNC', 'https://p.scdn.co/mp3-preview/4c821007e1621b6cf9fec9cb8891884393acbbc8?cid=802d45d459874f0386ed3e9c79d0c6df', 'No Evil In Mind', 'A Piece of My Heart', 'Jazzamor', 16]
['1cVrBURtCVyNZurb0geTqa', 'https://p.scdn.co/mp3-preview/08ae3876034cfbf48e7ab4df15ec51517377c13f?cid=802d45d459874f0386ed3e9c79d0c6df', 'Space Cowboy', 'A Piece of My Heart', 'Jazzamor', 43]
['2HAeAOzTaWQEQBCWqHvnNB', 'https://p.scdn.co/mp3-preview/34e23402c5e3800bbd9ecdc15dd62ba440e75ff2?cid=802d45d459874f0386ed3e9c79d0c6df', 'Einfach Leben (Featuring Publique)', 'Travel…', 'Jazzamor', 0]
['5ZDL1Ap2Mwhk5xhmQ41Ei2', 'https://p.scdn.co/mp3-preview/514abdc5f87ccd8ea8026c87c3e3d5f75d9b8574?cid=802d45d459874f0386ed3e9c79d0c6df', 'Boom! Shake the Room', 'Code Red', 'DJ Jazzy Jeff & The Fresh Prince', 55]
['1PN455syEljCD0MDtneORE', 'https://p.scdn.co/mp3-preview/fc99c5d03eff42cac3814f7d43c0441e1c486ee1?cid=802d45d459874f0386ed3e9c79d0c6df', 'Walking on Sunshine', "Chill N' Jazz: The Coolest Collection Of Chill Out Jazz", 'Jazzystics', 22]
['7v8rUNtNfw88hfQJep64LH', 'https://p.scdn.co/mp3-preview/bee209e3d9bb6b00f05f8f4b2b51e0b5a2224de3?cid=802d45d459874f0386ed3e9c79d0c6df', "Sweetheart - M!'s Beat's & Bounces Mix", 'Sweetheart EP', 'JD', 6]
['5KXKhCfPNS4342ly8tTf6w', 'https://p.scdn.co/mp3-preview/0ed8c39ba2c8c90a4e6725bc34628ca4429011aa?cid=802d45d459874f0386ed3e9c79d0c6df', 'Shattered Dreams - Remastered 2008', 'Turn Back The Clock', 'Johnny Hates Jazz', 67]
['0vsRt9W2VisbZW6mqqjbp8', 'https://p.scdn.co/mp3-preview/d894d2c9137ea4ebbf23a44ab8948e561d8cbaf3?cid=802d45d459874f0386ed3e9c79d0c6df', 'Turn Back The Clock', 'Turn Back The Clock', 'Johnny Hates Jazz', 59]
['3i739F2zAhaIJgC1nO4Obn', 'https://p.scdn.co/mp3-preview/02d62993282aa9b4b3e0954ce97093de200e9ac5?cid=802d45d459874f0386ed3e9c79d0c6df', 'Poetry in Motion', 'Poetry in Motion', 'Johnny Tillotson', 10]
['0Fa4VNM6Oop2I7QzD29SHz', 'https://p.scdn.co/mp3-preview/1d503976a27086c41433f0bb272d32bcea995177?cid=802d45d459874f0386ed3e9c79d0c6df', 'Beware of the Dog', 'Walk with Me', 'Jamelia', 42]
['6tIU1flCEBrcpBVmpWVhrK', 'https://p.scdn.co/mp3-preview/0de4db7b02dfac2a3571bdc6e63165159279e9c4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Something About You - Single Edit', 'Walk with Me', 'Jamelia', 33]
['5u5MpBnvJejW9dHPrfWEXZ', 'https://p.scdn.co/mp3-preview/5e5a86646fd6b7e86e367eef8be40da1709a7310?cid=802d45d459874f0386ed3e9c79d0c6df', 'Superstar', 'Thank You', 'Jamelia', 70]
['588IfbCiQxSgiR44Ni8oKS', 'https://p.scdn.co/mp3-preview/29edee153e21006ff33bdeba3d7930e7d92672c4?cid=802d45d459874f0386ed3e9c79d0c6df', 'Sit Down', 'James', 'James', 14]
['5QY4JhMKx4aBAaZcosncqd', 'https://p.scdn.co/mp3-preview/0b2afdbbd2af57f4b43efaeb0df5bb4c2aa05cde?cid=802d45d459874f0386ed3e9c79d0c6df', 'Slide', 'Electric Light', 'James Bay', 56]
['33BnSMHgX0AsbKSIbkuMwh', 'https://p.scdn.co/mp3-preview/2485f9e766e4c9de08500cb3e656412c4a003cbc?cid=802d45d459874f0386ed3e9c79d0c6df', 'Limit To Your Love', 'James Blake', 'James Blake', 56]
['33BnSMHgX0AsbKSIbkuMwh', 'https://p.scdn.co/mp3-preview/2485f9e766e4c9de08500cb3e656412c4a003cbc?cid=802d45d459874f0386ed3e9c79d0c6df', 'Limit To Your Love', 'James Blake', 'James Blake', 56]
['7wL42r11vcEhohThbDVz7Y', 'https://p.scdn.co/mp3-preview/1e1c8476de853fb2a60563f57dbca86465c60206?cid=802d45d459874f0386ed3e9c79d0c6df', 'Unluck', 'James Blake', 'James Blake', 36]
['688DZF6e1MH5Uf409dwaHm', 'https://p.scdn.co/mp3-preview/7b004cb013ed0235ab5026333bc5a557f3b1ceb0?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Wilhelm Scream', 'James Blake', 'James Blake', 50]
['2mKgAOAUL9uTOFGPxb4a6O', 'https://p.scdn.co/mp3-preview/ee3cabc17a7e91e244b8d4516064fff8d86a4605?cid=802d45d459874f0386ed3e9c79d0c6df', 'I Never Learnt To Share', 'James Blake', 'James Blake', 38]
['62GNy3YZzp9LxXavwaUZZw', 'https://p.scdn.co/mp3-preview/63e9ad1185c20ab7bf4f3911e6764a74b09b2293?cid=802d45d459874f0386ed3e9c79d0c6df', 'Lindisfarne II', 'James Blake', 'James Blake', 34]
['62GNy3YZzp9LxXavwaUZZw', 'https://p.scdn.co/mp3-preview/63e9ad1185c20ab7bf4f3911e6764a74b09b2293?cid=802d45d459874f0386ed3e9c79d0c6df', 'Lindisfarne II', 'James Blake', 'James Blake', 34]
['33BnSMHgX0AsbKSIbkuMwh', 'https://p.scdn.co/mp3-preview/2485f9e766e4c9de08500cb3e656412c4a003cbc?cid=802d45d459874f0386ed3e9c79d0c6df', 'Limit To Your Love', 'James Blake', 'James Blake', 56]
['0wXiC2Qisd4DeehG8u6qqa', 'https://p.scdn.co/mp3-preview/1d2e7dd02281159985c6901c9c7edb3f83a50afb?cid=802d45d459874f0386ed3e9c79d0c6df', 'Give Me My Month', 'James Blake', 'James Blake', 31]
['6tOSWVaUm5tXtjYiQptTNQ', 'https://p.scdn.co/mp3-preview/b6cb6ab2805b92ba278f7f8d68d89eb59a86d9d9?cid=802d45d459874f0386ed3e9c79d0c6df', 'To Care (Like You)', 'James Blake', 'James Blake', 31]
['2zNt5fxWw3XHyQfgxQ0l3F', 'https://p.scdn.co/mp3-preview/06e38ea9c33302522a130d51421f5007945e8ee7?cid=802d45d459874f0386ed3e9c79d0c6df', "Why Don't You Call Me", 'James Blake', 'James Blake', 34]
['4G1X8COHNmJ8Lp1vux7Ied', 'https://p.scdn.co/mp3-preview/6b8f512fb9d001590f7a53c451d012bda716f541?cid=802d45d459874f0386ed3e9c79d0c6df', 'I Mind', 'James Blake', 'James Blake', 31]
['16NlVqvSoCnApLpASSUpLU', 'https://p.scdn.co/mp3-preview/dd460fa73140d8c806ef0300bc91f705200e4abd?cid=802d45d459874f0386ed3e9c79d0c6df', 'Measurements', 'James Blake', 'James Blake', 30]
['2kvyMNHyxQt2UJ5EKvxaOC', 'https://p.scdn.co/mp3-preview/ceaba06c57086c85fe765613e61b113aeeb4a88a?cid=802d45d459874f0386ed3e9c79d0c6df', 'Bonfire Heart', 'Moon Landing', 'James Blunt', 49]
['1BV0m40U0M4t1SLIsDnwZl', 'https://p.scdn.co/mp3-preview/009bd460c7ddd295cbf5aa5f038f551db4ac50a4?cid=802d45d459874f0386ed3e9c79d0c6df', '1973', 'All the Lost Souls', 'James Blunt', 70]
['2YaGZvBfkQ4jiD5cMLIFQV', 'https://p.scdn.co/mp3-preview/c52ea3d71071dd07e4160e9eb591ed213bbf592f?cid=802d45d459874f0386ed3e9c79d0c6df', 'Same Mistake', 'All the Lost Souls', 'James Blunt', 64]
['7FFl1IHSsPWsfUCladsCl9', 'https://p.scdn.co/mp3-preview/d1e68a625969bff6d6da2754fd6685d0eb6d0814?cid=802d45d459874f0386ed3e9c79d0c6df', 'Stay the Night', 'Some Kind of Trouble (Deluxe Edition)', 'James Blunt', 63]
['13yEuYLJYxPCLJR0KNOqpk', 'https://p.scdn.co/mp3-preview/a702d4722ea0a78aefa6c7f3c217b6e7e7fab40b?cid=802d45d459874f0386ed3e9c79d0c6df', 'High', 'Back to Bedlam', 'James Blunt', 57]
['3fl78noR9kt12JYKuTAP4a', 'https://p.scdn.co/mp3-preview/233d8bdc4438b212e520088dcf03907e85fa42f1?cid=802d45d459874f0386ed3e9c79d0c6df', 'Wisemen', 'Back to Bedlam', 'James Blunt', 55]
['6gxycjJNMgmAyfzUXBN80P', 'https://p.scdn.co/mp3-preview/f663cd9c14c7e415d7ef1f7d854ca03a34d924b1?cid=802d45d459874f0386ed3e9c79d0c6df', 'Goodbye My Lover', 'Back to Bedlam', 'James Blunt', 69]
['5haXbSJqjjM0TCJ5XkfEaC', 'https://p.scdn.co/mp3-preview/bd4161a86592f17c98924d9639f53e99747b5e69?cid=802d45d459874f0386ed3e9c79d0c6df', 'I Got You (I Feel Good)', 'I Got You (I Feel Good)', 'James Brown & The Famous Flames', 72]
['0xednLu4RDf4Kugl7SCUQB', 'https://p.scdn.co/mp3-preview/587a7cc2ab82ec76312a670c452824c25efff8c1?cid=802d45d459874f0386ed3e9c79d0c6df', 'Merry Christmas Baby', "James Brown's Funky Christmas", 'James Brown', 36]
['4vB4C8SfjTaqZ2KDneQyO8', 'https://p.scdn.co/mp3-preview/a74eafd75205427c675c6a76ef8014691156fb30?cid=802d45d459874f0386ed3e9c79d0c6df', 'In the Air Tonight', "Chill N' Jazz: The Coolest Collection Of Chill Out Jazz", 'James Farrelli', 10]
['1IGuHKsnBV2Dsps8QbLtvd', 'https://p.scdn.co/mp3-preview/6f2c4219b6fa11558cc4a728a5b113e8549061ea?cid=802d45d459874f0386ed3e9c79d0c6df', "Diego's Goodbye", 'The Mask of Zorro - Music from the Motion Picture', 'James Horner', 30]
['1BfF1EHnLG6Bz7e0YLKk1Z', 'https://p.scdn.co/mp3-preview/9933b31df0067541b27e8d3b46a83e5e597d2ed1?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Wedding - Instrumental', 'Deep Impact - Music from the Motion Picture', 'James Horner', 37]
['6m82uRSOU481UVBcYsEnrO', 'https://p.scdn.co/mp3-preview/496afcae3b6e78d7f36413a213aba2e112ad155a?cid=802d45d459874f0386ed3e9c79d0c6df', "To The Governor's ... And Then Elena", 'The Legend of Zorro', 'James Horner', 14]
['4R45nMBvtWZF0nOiRSyyy9', 'https://p.scdn.co/mp3-preview/1c33b3cad4450a7e6719a5d85c2ef14cf7662cef?cid=802d45d459874f0386ed3e9c79d0c6df', 'Biscaya', 'Biscaya', 'James Last', 50]
['0lC2Nuo5FAN9ELNwAEUUxk', 'https://p.scdn.co/mp3-preview/2f5068b33bb871c3cc7094167af2f954808b0aba?cid=802d45d459874f0386ed3e9c79d0c6df', 'Dinner-Marsch', 'Traumschiff Melodien', 'James Last', 27]
['0oyGOmTk0WRcDqVwVoYzfK', 'https://p.scdn.co/mp3-preview/0d27780bbd857ac93b80aeefd90493e425bb2724?cid=802d45d459874f0386ed3e9c79d0c6df', 'What A Wonderful World - Live', 'Live At The Sydney Opera House', 'James Morrison', 2]
['28euH5Ny1JXxZAt2KjWp62', 'https://p.scdn.co/mp3-preview/f174c19d5a5526f3d39d9b5d77bf6f79e28682cf?cid=802d45d459874f0386ed3e9c79d0c6df', 'You Give Me Something', 'Undiscovered', 'James Morrison', 52]
['17Ph3lPJTrq5t7esgouyFv', 'https://p.scdn.co/mp3-preview/38965cebedefac97e024fb56cd166fb36e1e3b85?cid=802d45d459874f0386ed3e9c79d0c6df', 'Freefall', 'The Album', 'Jeckyll & Hyde', 53]
['4gx1WAUwVin4qBXsdNg4Qk', 'https://p.scdn.co/mp3-preview/a9107a99f1db886475c1e2c041840ff543926c32?cid=802d45d459874f0386ed3e9c79d0c6df', 'Monk Theme - Pilot Version', 'Monk (Original Televsion Soundtrack)', 'Jeff Beal', 14]
['4gx1WAUwVin4qBXsdNg4Qk', 'https://p.scdn.co/mp3-preview/a9107a99f1db886475c1e2c041840ff543926c32?cid=802d45d459874f0386ed3e9c79d0c6df', 'Monk Theme - Pilot Version', 'Monk (Original Televsion Soundtrack)', 'Jeff Beal', 14]
['1qWSHuzvJw26QeOFDprBDP', 'https://p.scdn.co/mp3-preview/f960be3e351a12aa2ead2ace0a2878d23dc965ff?cid=802d45d459874f0386ed3e9c79d0c6df', 'Autobots The Protectors', 'Transformers: Dark of the Moon (Original Video Game Score)', 'Jeff Broadbent', 15]
['3Vby3j8R69ZFAGNxIfobKj', 'https://p.scdn.co/mp3-preview/a8f224307c1fa6f976a3a7f0859465daebb760d7?cid=802d45d459874f0386ed3e9c79d0c6df', 'Hallelujah - Radio Edit', 'Hallelujah', 'Jeff Buckley', 49]
['4uGIJG1jYFonGc4LGp5uQL', 'https://p.scdn.co/mp3-preview/410fc600185dbcb9e09d1a17b3087bfaadc61bff?cid=802d45d459874f0386ed3e9c79d0c6df', 'Somebody to Love', 'Surrealistic Pillow', 'Jefferson Airplane', 71]
['4ie7yDWHRZiwPc2DcrtXN9', 'https://p.scdn.co/mp3-preview/77c5f8b0ff237214bf57490eaa2bc3c5a5e17477?cid=802d45d459874f0386ed3e9c79d0c6df', 'Cascade', 'Hell Then Divine', 'Jeffrey Luck Lucas', 0]
['2P0Td3SmxASYRgy4bHCKoc', 'https://p.scdn.co/mp3-preview/1d28deee38e57d8b0b597f4737798a305b834726?cid=802d45d459874f0386ed3e9c79d0c6df', 'Old Mexico', 'Hell Then Divine', 'Jeffrey Luck Lucas', 0]
['3U94lE5yfOtZvBhcIhJQTS', 'https://p.scdn.co/mp3-preview/e5b9b05a44221e3de049fdd213ea91ab621bc32f?cid=802d45d459874f0386ed3e9c79d0c6df', 'Alive', 'Born To Be Free', 'Sonique', 36]
['4Y8q64VnhD0vFYy9g2WFpi', 'https://p.scdn.co/mp3-preview/7224bdb56daa1d7fbab2a2a7065d8b050181969f?cid=802d45d459874f0386ed3e9c79d0c6df', 'It Feels So Good', 'Hear My Cry', 'Sonique', 65]
['04VSu3pYqK7yeAIpZ4t40J', 'https://p.scdn.co/mp3-preview/c6a186aa050f511cbebbd6507af9dff1e11d07d1?cid=802d45d459874f0386ed3e9c79d0c6df', 'I Got You Babe - Live At The Westside Room, Los Angeles/1971', 'All I Ever Need Is You', 'Sonny & Cher', 9]
['1B7FZYRwzloOvStts6HYFi', 'https://p.scdn.co/mp3-preview/45d5c65884c12a7173e9c64d58be7af312220969?cid=802d45d459874f0386ed3e9c79d0c6df', 'An Der Nordseeküste', '25 Jahre Klaus & Klaus - Eiert da Ein Pferd an Der Nordseeküste?', 'Klaus & Klaus', 16]
['6aUN5gXfkXKl4GBiVTLLZI', 'https://p.scdn.co/mp3-preview/d18c02a09524cf498be194748e116c8bba57b405?cid=802d45d459874f0386ed3e9c79d0c6df', 'Der Eiermann', 'Ach Du Dickes Ei', 'Klaus & Klaus', 33]
['08QaHlMPWuO5PUxjl61bXn', 'https://p.scdn.co/mp3-preview/13853e5552fd97579dad05a2072896656dbbff23?cid=802d45d459874f0386ed3e9c79d0c6df', "He's a Pirate", 'Pirates of the Caribbean: The Curse of the Black Pearl (Original Motion Picture Soundtrack)', 'Klaus Badelt', 66]
['2hzyZGSPrfjmg1XDUOoVPb', 'https://p.scdn.co/mp3-preview/0a22bdafb3b6bcda18e25d1bbeea3077b1049fb2?cid=802d45d459874f0386ed3e9c79d0c6df', 'Can You Feel The Love Tonight - (Langs. Walzer / 30 BPM)', 'More Cartoon Songs for Dancing', 'Tanz Orchester Klaus Hallen', 30]
['30sB0kDWXqpmEvkRLhMdiP', 'https://p.scdn.co/mp3-preview/88e7c44d28df778e97854ca4dae899e149d4f1b9?cid=802d45d459874f0386ed3e9c79d0c6df', 'Jungle Drum', 'Me and Armini', 'Emilíana Torrini', 34]
['5uvwJAheJJEkgu88t3Wqf5', 'https://p.scdn.co/mp3-preview/fcf8091007c4d1c33794a0c2b70506090479d0d6?cid=802d45d459874f0386ed3e9c79d0c6df', 'Remind Me', 'Revival', 'Eminem', 56]
['0qcjuYtMWhBjXg0Xwt5SzS', 'https://p.scdn.co/mp3-preview/184d85efb9c72adf40138a7c98e55fcd18c40da7?cid=802d45d459874f0386ed3e9c79d0c6df', 'Just Lose It', 'Encore (Deluxe Version)', 'Eminem', 71]
['561jH07mF1jHuk7KlaeF0s', 'https://p.scdn.co/mp3-preview/6048de592881b7976a12d5c179d3a5d2e191dd83?cid=802d45d459874f0386ed3e9c79d0c6df', 'Mockingbird', 'Encore (Deluxe Version)', 'Eminem', 94]
['7bHT9osSq1rwT2yaImzqCi', 'https://p.scdn.co/mp3-preview/d65c2df88d3e8efe95e063a1b06afa8ab424a46f?cid=802d45d459874f0386ed3e9c79d0c6df', 'No Love', 'Recovery', 'Eminem', 72]
['7Ie9W94M7OjPoZVV216Xus', 'https://p.scdn.co/mp3-preview/c68a64204550d8a4b6537b47268c3e6d42746503?cid=802d45d459874f0386ed3e9c79d0c6df', 'Not Afraid', 'Recovery', 'Eminem', 82]
['3CpoeW0cZSDzIRv5z34F87', 'https://p.scdn.co/mp3-preview/8a41a1166e75481b76eaf6864ba4fe901e48658f?cid=802d45d459874f0386ed3e9c79d0c6df', 'Sing For The Moment', 'The Eminem Show', 'Eminem', 83]
['48RrDBpOSSl1aLVCalGl5C', 'https://p.scdn.co/mp3-preview/d6fceb78dc6021636948487a3e7bb79d3f7b9913?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Monster', 'The Marshall Mathers LP2', 'Eminem', 79]
['3yfqSUWxFvZELEM4PmlwIR', 'https://p.scdn.co/mp3-preview/38fc12a77916a43bea470d18bef6a3542f8e9fae?cid=802d45d459874f0386ed3e9c79d0c6df', 'The Real Slim Shady', 'The Marshall Mathers LP', 'Eminem', 89]
['4jpi8FljkAwKFb4ljWuar6', 'https://p.scdn.co/mp3-preview/5a9d69fce392b016f4162f89b4fdf77f79c30bd2?cid=802d45d459874f0386ed3e9c79d0c6df', 'Underground', 'Relapse: Refill', 'Eminem', 50]
['2lRI7n5b9jlPYsEpRuots6', 'https://p.scdn.co/mp3-preview/37fc6d223b6534db48db76cddf8081110a482438?cid=802d45d459874f0386ed3e9c79d0c6df', "When I'm Gone", "When I'm Gone", 'Eminem', 66]
['7lQ8MOhq6IN2w8EYcFNSUk', 'https://p.scdn.co/mp3-preview/1d63d428f0ac2ffe2f4434265031124747363500?cid=802d45d459874f0386ed3e9c79d0c6df', 'Without Me', 'The Eminem Show', 'Eminem', 90]
['4UhUXGXEeq3mPJyzZkx9fY', 'https://p.scdn.co/mp3-preview/baa3966995af111bd1f08beb87312c769013337c?cid=802d45d459874f0386ed3e9c79d0c6df', "You Don't Know", 'Eminem Presents The Re-Up', 'Eminem', 63]
['6CN3e26iQSj1N5lomh0mfO', 'https://p.scdn.co/mp3-preview/9ba3a76fd9cf5abaaeee784c9b2b1ee866ebf363?cid=802d45d459874f0386ed3e9c79d0c6df', 'Like Toy Soldiers', 'Encore (Deluxe Version)', 'Eminem', 71]
['0qcjuYtMWhBjXg0Xwt5SzS', 'https://p.scdn.co/mp3-preview/184d85efb9c72adf40138a7c98e55fcd18c40da7?cid=802d45d459874f0386ed3e9c79d0c6df', 'Just Lose It', 'Encore (Deluxe Version)', 'Eminem', 71]
['4gXdMZkBN1neE9nX6yRALa', 'https://p.scdn.co/mp3-preview/041d01dd41c2a866bc0047caa3732a59aee4606d?cid=802d45d459874f0386ed3e9c79d0c6df', 'Ass Like That', 'Encore (Deluxe Version)', 'Eminem', 73]
['561jH07mF1jHuk7KlaeF0s', 'https://p.scdn.co/mp3-preview/6048de592881b7976a12d5c179d3a5d2e191dd83?cid=802d45d459874f0386ed3e9c79d0c6df', 'Mockingbird', 'Encore (Deluxe Version)', 'Eminem', 94]
['1ne7JVHEPnoncXzQunQVKW', 'https://p.scdn.co/mp3-preview/dd5f415894fba3af293b866e71426873ef11479b?cid=802d45d459874f0386ed3e9c79d0c6df', 'W.T.P.', 'Recovery', 'Eminem', 62]
['7Ie9W94M7OjPoZVV216Xus', 'https://p.scdn.co/mp3-preview/c68a64204550d8a4b6537b47268c3e6d42746503?cid=802d45d459874f0386ed3e9c79d0c6df', 'Not Afraid', 'Recovery', 'Eminem', 82]
['15JINEqzVMv3SvJTAXAKED', 'https://p.scdn.co/mp3-preview/3b2b26f562a4b82fe35fcd4587f2303485397b24?cid=802d45d459874f0386ed3e9c79d0c6df', 'Love The Way You Lie', 'Recovery', 'Eminem', 84]
